#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-04-10T06:16:08 [V7.4.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-04-10T06:16:08	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-out.add=_Glon,_Glat&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=VIII/65/nvss&-order=I&-out=Field&-out=Xpos&-out=Ypos&-out=NVSS&-out=RAJ2000&-out=DEJ2000&DEJ2000=&gt;-30 & &lt;0&-out=e_RAJ2000&-out=e_DEJ2000&-out=S1.4&S1.4=&gt;100&-out=e_S1.4&-out.all=2&-out=l_MajAxis&-out=MajAxis&-out=l_MinAxis&-out=MinAxis&-out=PA&-out=e_MajAxis&-out=e_MinAxis&-out=e_PA&-out=f_resFlux&-out=resFlux&-out=polFlux&-out=polPA&-out=e_polFlux&-out=e_polPA&-out=Image&Image=Image&-out.all=2&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_8065
#Name: VIII/65
#Title: 1.4GHz NRAO VLA Sky Survey (NVSS) (Condon+ 1998)
#INFO	ivoid=ivo://cds.vizier/viii/65	    IVOID of underlying data collection
#INFO	creator=Condon J.J.	    First author or institution
#INFO	cites=bibcode:1998AJ....115.1693C	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=1998	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VIII/65	    Dataset landing page
#INFO	publication_date=2007-12-13	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	VIII_65_nvss:
#Name: VIII/65/nvss
#Title: The NVSS Catalog
#Column	_Glon	(F11.7)	Galactic longitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lon]
#Column	_Glat	(F11.7)	Galactic latitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lat]
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Field	(a8)	Name of the original survey image field from which the component was derived.	[ucd=obs.field]
#Column	Xpos	(F7.2)	X position (RA direction) of the radio source	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos	(F7.2)	Y position (Dec direction) of the radio source	[ucd=pos.cartesian.y;instr.det]
#Column	NVSS	(a14)	Source name (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right Ascension J2000 (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination J2000 (2)	[ucd=pos.eq.dec;meta.main]
#Column	e_RAJ2000	(F5.2)	Mean error on RA	[ucd=stat.error;pos.eq.ra]
#Column	e_DEJ2000	(F4.1)	Mean error on Dec	[ucd=stat.error;pos.eq.dec]
#Column	S1.4	(F8.1)	Integrated 1.4GHz flux density of radio source	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_S1.4	(F7.1)	Mean error on S1.4	[ucd=stat.error]
#Column	l_MajAxis	(A1)	Limit flag on MajAxis	[ucd=meta.code.error;phys.angSize]
#Column	MajAxis	(F5.1)	Fitted (deconvolved) major axis of radio source	[ucd=phys.angSize;em.radio;meta.modelled]
#Column	l_MinAxis	(A1)	Limit flag on MinAxis	[ucd=meta.code.error;phys.angSize]
#Column	MinAxis	(F5.1)	Fitted (deconvolved) minor axis of radio source	[ucd=phys.angSize;em.radio;meta.modelled]
#Column	PA	(F5.1)	[-90, 90]? Position angle of fitted major axis	[ucd=pos.posAng;meta.modelled]
#Column	e_MajAxis	(F4.1)	? Mean error on MajAxis	[ucd=stat.error;phys.angSize]
#Column	e_MinAxis	(F4.1)	? Mean error on MinAxis	[ucd=stat.error;phys.angSize]
#Column	e_PA	(F4.1)	? Mean error on PA	[ucd=stat.error]
#Column	f_resFlux	(A2)	[PS* ] Residual Code (3)	[ucd=meta.code]
#Column	resFlux	(I4)	? Peak residual flux, in mJy/beam (3)	[ucd=phot.flux.density;em.radio]
#Column	polFlux	(F6.2)	? Integrated linearly polarized flux density	[ucd=phot.flux.density]
#Column	polPA	(F5.1)	[-90,90]? The position angle of polFlux (4)	[ucd=pos.posAng;phys.polarization]
#Column	e_polFlux	(F5.2)	? Mean error on polFlux	[ucd=stat.error]
#Column	e_polPA	(F4.1)	? Mean error on polPA	[ucd=stat.error]
#Column	Image	(a5)	FITS Image of the target, about 200x200 pixels of 5x5arcsec (or consult http://www.cv.nrao.edu/nvss/postage.shtml)	[ucd=meta.ref.url]
_Glon	_Glat	_RAJ2000	_DEJ2000	Field	Xpos	Ypos	NVSS	RAJ2000	DEJ2000	e_RAJ2000	e_DEJ2000	S1.4	e_S1.4	l_MajAxis	MajAxis	l_MinAxis	MinAxis	PA	e_MajAxis	e_MinAxis	e_PA	f_resFlux	resFlux	polFlux	polPA	e_polFlux	e_polPA	Image
059.7393603	-76.8781807	000.3523333	-20.6682222	C0000M20	 432.88	 352.54	000124-204005 	00 01 24.56	-20 40 05.6	 0.03	 0.6	   168.9	    5.1	<	 19.4	<	 17.8	     	    	    	    	  	    	  6.87	 24.5	 0.47	 1.3	Image
079.9724078	-72.0056449	000.3585417	-13.4425833	C0000M12	 428.31	 166.75	000126-132633 	00 01 26.05	-13 26 33.3	 0.03	 0.6	   446.6	   13.4	<	 18.7	<	 16.6	     	    	    	    	P*	 116	 -0.15	     	 0.43	    	Image
075.1639066	-73.7380787	000.4232083	-15.6779444	C0000M16	 414.21	 590.19	000141-154040 	00 01 41.57	-15 40 40.6	 0.03	 0.6	   436.2	   15.1	 	 22.4	<	 18.9	-11.0	 2.0	    	 0.7	  	    	 -0.08	     	 0.54	    	Image
087.5265862	-68.5364145	000.4602917	 -9.1446944	C0000M08	 402.93	 238.22	000150-090840 	00 01 50.47	-09 08 40.9	 0.03	 0.6	   116.3	    3.5	<	 18.5	<	 17.1	     	    	    	    	  	    	  1.19	  2.3	 0.49	 7.8	Image
094.9930582	-62.9399217	000.5380833	 -2.7730000	C0000M04	 383.01	 807.41	000209-024622 	00 02 09.14	-02 46 22.8	 0.03	 0.6	   188.3	    6.4	 	 29.9	<	 16.4	-86.0	 1.7	    	 0.7	  	    	  4.11	-66.3	 0.64	 2.6	Image
055.3571058	-77.6423373	000.5498333	-21.8858889	C0000M20	 389.56	  60.26	000211-215309 	00 02 11.96	-21 53 09.2	 0.03	 0.6	   370.5	   11.1	<	 17.7	<	 16.3	     	    	    	    	  	    	 25.40	 24.5	 0.45	 0.3	Image
037.7951185	-78.9030851	000.5760417	-25.6540556	C0000M24	 387.38	 115.82	000218-253914 	00 02 18.25	-25 39 14.6	 0.03	 0.6	   404.8	   12.2	<	 16.9	<	 16.1	     	    	    	    	  	    	  2.73	-31.5	 0.45	 3.2	Image
079.1622243	-72.6678633	000.5908333	-14.1119444	C0000M16	 374.48	 965.85	000221-140643 	00 02 21.80	-14 06 43.0	 0.03	 0.6	   823.5	   28.9	 	 16.1	<	 15.6	-40.5	 2.7	    	 0.5	  	    	 18.16	 23.3	 0.47	 0.5	Image
089.7761384	-67.3869528	000.6070417	 -7.7261944	C0000M08	 367.64	 578.60	000225-074334 	00 02 25.69	-07 43 34.3	 0.03	 0.6	   248.5	    8.6	 	 23.7	<	 16.2	-50.8	 2.0	    	 0.9	P*	  42	  7.30	 29.7	 0.58	 1.4	Image
092.6036019	-65.3434136	000.6438333	 -5.3901389	C0000M04	 358.16	 179.33	000234-052324 	00 02 34.52	-05 23 24.5	 0.03	 0.6	   235.4	    7.1	<	 16.7	<	 15.9	     	    	    	    	  	    	  0.82	-20.1	 0.46	11.0	Image
092.5192271	-65.4313913	000.6522917	 -5.4845000	C0000M04	 356.16	 156.69	000236-052904 	00 02 36.55	-05 29 04.2	 0.03	 0.6	   105.3	    3.6	 	 33.9	<	 18.8	 27.2	 1.6	    	 1.2	  	    	  1.61	 83.6	 0.72	 7.0	Image
075.2918638	-74.0298109	000.6575000	-15.8664444	C0000M16	 360.22	 544.81	000237-155159 	00 02 37.80	-15 51 59.2	 0.03	 0.6	   127.1	    3.8	<	 19.8	<	 18.3	     	    	    	    	  	    	  0.74	 16.0	 0.47	11.9	Image
093.9036450	-64.2883339	000.6735417	 -4.1992500	C0000M04	 350.79	 465.11	000241-041157 	00 02 41.65	-04 11 57.3	 0.03	 0.6	   207.6	    6.9	 	 37.0	<	 19.6	-43.5	 1.5	    	 0.6	P*	  56	 20.92	-18.0	 0.78	 0.6	Image
075.5426096	-74.0047607	000.6922083	-15.8010278	C0000M16	 352.15	 560.48	000246-154803 	00 02 46.13	-15 48 03.7	 0.03	 0.6	   148.3	    5.0	 	 33.4	<	 16.7	 63.3	 1.6	    	 0.8	  	    	  7.08	-36.5	 0.65	 1.5	Image
058.3132915	-77.4571565	000.7075417	-21.2386944	C0000M20	 353.73	 215.39	000249-211419 	00 02 49.81	-21 14 19.3	 0.03	 0.6	   122.2	    3.7	<	 17.8	<	 16.2	     	    	    	    	  	    	  1.44	 62.8	 0.45	 6.1	Image
097.3897107	-60.8578375	000.7383750	 -0.4134167	C0000P00	 334.79	 413.78	000257-002448 	00 02 57.21	-00 24 48.3	 0.03	 0.6	   178.4	    5.4	<	 17.9	<	 16.1	     	    	    	    	  	    	  4.34	-45.1	 0.46	 2.1	Image
091.6627380	-66.3372981	000.7575000	 -6.4499722	C0000M08	 331.36	 884.79	000301-062659 	00 03 01.80	-06 26 59.9	 0.03	 0.6	   183.8	    5.5	<	 18.2	<	 15.8	     	    	    	    	  	    	  3.57	-27.9	 0.48	 2.6	Image
068.3802042	-75.8816865	000.7684583	-18.4396111	C0000M20	 337.04	 887.04	000304-182622 	00 03 04.43	-18 26 22.6	 0.03	 0.6	   121.5	    4.2	 	 29.9	<	 15.7	 79.1	 1.7	    	 1.1	P*	  37	  3.89	 54.2	 0.61	 2.6	Image
081.6370445	-72.0102200	000.7786667	-13.1308056	C0000M12	 330.01	 241.36	000306-130750 	00 03 06.88	-13 07 50.9	 0.03	 0.6	   238.6	    7.2	<	 16.9	<	 16.1	     	    	    	    	P*	  38	  2.15	 61.1	 0.42	 3.8	Image
078.4446873	-73.2157934	000.7857083	-14.6677222	C0000M16	 329.58	 832.37	000308-144003 	00 03 08.57	-14 40 03.8	 0.03	 0.6	   347.7	   12.3	 	 15.6	<	 16.0	-68.5	 2.8	    	 1.4	P*	  51	  3.41	 87.7	 0.46	 2.6	Image
074.6640511	-74.3988924	000.7926250	-16.2518333	C0000M16	 329.37	 452.20	000310-161506 	00 03 10.23	-16 15 06.6	 0.03	 0.6	   384.4	   11.5	<	 17.7	<	 16.5	     	    	    	    	  	    	 15.61	-11.2	 0.44	 0.5	Image
078.4440598	-73.2332643	000.7972083	-14.6811944	C0000M16	 326.92	 829.12	000311-144052 	00 03 11.33	-14 40 52.3	 0.03	 0.6	   356.7	   12.5	 	 19.0	<	 17.7	-43.0	 2.3	    	 1.1	P*	  51	 19.94	 50.3	 0.50	 0.5	Image
076.5835484	-73.8659737	000.8158333	-15.5042778	C0000M16	 323.33	 631.59	000315-153015 	00 03 15.80	-15 30 15.4	 0.03	 0.6	   257.4	    9.1	 	 14.9	<	 17.5	-20.8	 2.9	    	 3.0	P*	  40	  7.75	 18.7	 0.47	 1.1	Image
064.3280738	-76.6953196	000.8166250	-19.6971111	C0000M20	 327.49	 585.23	000315-194149 	00 03 15.99	-19 41 49.6	 0.03	 0.6	   232.3	    7.0	<	 17.1	<	 14.7	     	    	    	    	  	    	  2.32	 82.2	 0.44	 3.7	Image
065.1922108	-76.5600620	000.8279583	-19.4560278	C0000M20	 324.64	 643.08	000318-192721 	00 03 18.71	-19 27 21.7	 0.03	 0.6	   170.5	    5.1	<	 19.5	<	 16.7	     	    	    	    	P*	  68	  2.98	 -1.1	 0.47	 3.0	Image
091.0697524	-66.9472133	000.8365833	 -7.0988889	C0000M08	 312.77	 729.05	000320-070556 	00 03 20.78	-07 05 56.0	 0.03	 0.6	   126.6	    3.8	<	 16.5	<	 16.3	     	    	    	    	  	    	  2.80	-66.4	 0.47	 3.3	Image
071.5253441	-75.2776521	000.8416667	-17.4531667	C0000M16	 319.31	 163.88	000322-172711 	00 03 22.00	-17 27 11.4	 0.03	 0.6	  2414.8	   72.4	<	 15.6	<	 13.9	     	    	    	    	P*	 425	 33.79	-53.4	 0.41	 0.2	Image
083.8268711	-71.1742572	000.8472917	-12.0481111	C0000M12	 313.14	 501.14	000323-120253 	00 03 23.35	-12 02 53.2	 0.03	 0.6	   223.8	    7.2	 	 55.3	<	 16.8	-42.0	 1.2	    	 0.3	P*	 175	 21.76	-15.2	 1.01	 0.6	Image
096.3465044	-62.3145901	000.8513333	 -1.9482222	C0000P00	 307.80	  45.51	000324-015653 	00 03 24.32	-01 56 53.6	 0.03	 0.6	   253.9	    7.6	<	 16.6	<	 16.3	     	    	    	    	  	    	  1.53	 -3.9	 0.46	 5.8	Image
028.4933319	-79.3321149	000.8565833	-27.4421667	C0000M28	 329.56	 646.23	000325-272631 	00 03 25.58	-27 26 31.8	 0.04	 0.7	   144.0	    5.1	 	 66.4	 	 18.4	 -5.2	 1.3	 2.5	 0.4	P*	  88	  8.69	 26.0	 1.51	 1.8	Image
076.0229502	-74.1048056	000.8635000	-15.7850833	C0000M16	 312.58	 564.16	000327-154706 	00 03 27.24	-15 47 06.3	 0.03	 0.6	   527.3	   15.8	<	 18.9	<	 16.4	     	    	    	    	  	    	 16.37	-29.5	 0.45	 0.5	Image
051.3097158	-78.3664479	000.8644583	-22.9566111	C0000M24	 320.97	 762.81	000327-225723 	00 03 27.47	-22 57 23.8	 0.03	 0.6	   118.9	    4.2	 	 18.7	<	 18.8	 71.9	 2.4	    	 4.3	  	    	  5.18	-47.8	 0.52	 1.8	Image
077.2849845	-73.7496454	000.8874167	-15.2874167	C0000M16	 306.56	 683.57	000332-151714 	00 03 32.98	-15 17 14.7	 0.03	 0.6	   254.1	    8.4	 	 54.4	 	 50.4	-63.7	 1.3	 1.3	 4.5	P*	  38	 25.73	 84.8	 2.22	 0.7	Image
065.4924095	-76.5886662	000.8967917	-19.4177778	C0000M20	 309.02	 652.18	000335-192504 	00 03 35.23	-19 25 04.0	 0.03	 0.6	   106.9	    3.2	<	 19.8	<	 14.1	     	    	    	    	  	    	  1.78	 14.1	 0.45	 4.9	Image
016.8969250	-79.2123794	000.9195417	-29.5997778	C0000M28	 320.12	 128.37	000340-293559 	00 03 40.69	-29 35 59.2	 0.04	 0.6	   125.6	    3.8	<	 17.7	<	 15.4	     	    	    	    	  	    	 -0.09	     	 0.44	    	Image
071.1048337	-75.4878903	000.9271667	-17.6741111	C0000M16	 299.99	 110.79	000342-174026 	00 03 42.52	-17 40 26.8	 0.03	 0.6	   349.4	   12.1	 	 20.5	<	 16.2	-28.8	 2.2	    	 0.8	  	    	  6.16	-55.1	 0.50	 1.5	Image
084.3536013	-71.0681071	000.9284583	-11.8636944	C0000M12	 293.93	 545.34	000342-115149 	00 03 42.83	-11 51 49.3	 0.03	 0.6	   351.7	   12.2	 	 21.5	<	 17.5	  7.8	 2.1	    	 0.8	P*	  57	  4.90	-45.3	 0.50	 1.8	Image
085.6067375	-70.4723777	000.9382500	-11.1390556	C0000M12	 291.07	 719.24	000345-110820 	00 03 45.18	-11 08 20.6	 0.03	 0.6	   353.4	   12.5	 	 14.4	<	 17.2	  8.4	 3.0	    	 2.2	  	    	  5.82	-60.4	 0.45	 1.4	Image
